rms,max,min,std,cycle,RUL,bearing,load
0.6983236255671801,4.85234260559082,-6.987273693084717,0.6982464362273415,34,90,Bearing1_1,35Hz12kN
0.7253146370573882,6.499850749969482,-6.028807163238525,0.72525471229412,35,89,Bearing1_1,35Hz12kN
0.7377644440149217,5.911290645599365,-8.454108238220215,0.7376387737379343,36,88,Bearing1_1,35Hz12kN
0.6980746782869661,4.573452472686768,-5.707883834838867,0.697802635116608,37,87,Bearing1_1,35Hz12kN
0.7364311847997933,5.6784987449646,-7.571578025817871,0.7363443175331784,38,86,Bearing1_1,35Hz12kN
0.712186847546515,5.861032009124756,-6.846070289611816,0.7116673194014622,39,85,Bearing1_1,35Hz12kN
0.7113705854855283,6.773090362548828,-6.788158416748047,0.711313540841751,40,84,Bearing1_1,35Hz12kN
0.7391621838346889,5.667662620544434,-8.003723621368408,0.7388426279790078,41,83,Bearing1_1,35Hz12kN
0.7003554272882524,4.821968078613281,-6.1644792556762695,0.7001591807330599,42,82,Bearing1_1,35Hz12kN
0.7130149243612413,6.659221649169922,-7.236874103546143,0.712973840958163,43,81,Bearing1_1,35Hz12kN
0.6930658686623681,5.113363265991211,-4.590964317321777,0.6926913588599053,44,80,Bearing1_1,35Hz12kN
0.7387431307232681,6.699848175048828,-6.775116920471191,0.7387381081143588,45,79,Bearing1_1,35Hz12kN
0.6987649650396127,5.9688568115234375,-10.032141208648682,0.6987014379534071,46,78,Bearing1_1,35Hz12kN
0.7344108518745329,4.976868629455566,-6.750249862670898,0.7338439064761529,47,77,Bearing1_1,35Hz12kN
0.7317945973241439,6.755530834197998,-9.429311752319336,0.7317943498210652,48,76,Bearing1_1,35Hz12kN
0.6941208277542068,4.827785491943359,-6.913280487060547,0.6940071729061013,49,75,Bearing1_1,35Hz12kN
0.6926080610274166,5.083990097045898,-5.529654026031494,0.6920622465903288,50,74,Bearing1_1,35Hz12kN
0.720500292100359,6.747615337371826,-7.022762298583984,0.7204991778193756,51,73,Bearing1_1,35Hz12kN
0.6999712759248707,5.216729640960693,-6.499969959259033,0.6999558826069481,52,72,Bearing1_1,35Hz12kN
0.7184311241148277,6.423890590667725,-6.764817237854004,0.7184082749111784,53,71,Bearing1_1,35Hz12kN
0.7106251984394176,5.216836929321289,-5.702841281890869,0.7100981526895878,54,70,Bearing1_1,35Hz12kN
0.7102116042298839,4.404795169830322,-5.308127403259277,0.7099378990067653,55,69,Bearing1_1,35Hz12kN
0.711779038499193,5.939877033233643,-5.131828784942627,0.7115873961164625,56,68,Bearing1_1,35Hz12kN
0.7363924319610742,7.039201259613037,-7.424640655517578,0.7351211900799112,57,67,Bearing1_1,35Hz12kN
0.701289423035907,4.813158512115479,-5.742406845092773,0.70124165967888,58,66,Bearing1_1,35Hz12kN
0.7321505830153785,6.666147708892822,-6.54301643371582,0.7321421315743106,59,65,Bearing1_1,35Hz12kN
0.7338405776540513,5.626833438873291,-6.35678768157959,0.7334837437811296,60,64,Bearing1_1,35Hz12kN
0.7184301557493059,6.694614887237549,-6.946003437042236,0.7149748184744164,61,63,Bearing1_1,35Hz12kN
0.7189447959084397,4.9309492111206055,-5.364739894866943,0.7177159710976198,62,62,Bearing1_1,35Hz12kN
0.7072501532562003,4.897487163543701,-5.9447407722473145,0.7069736803433873,63,61,Bearing1_1,35Hz12kN
0.7041582093941886,4.752469062805176,-6.432759761810303,0.703037834681122,64,60,Bearing1_1,35Hz12kN
0.7356214858355004,5.650901794433594,-8.860909938812256,0.7353162531825727,65,59,Bearing1_1,35Hz12kN
0.7234226805290543,4.92405891418457,-4.9312591552734375,0.7229256178411274,66,58,Bearing1_1,35Hz12kN
0.7438533410481207,6.363904476165772,-6.59710168838501,0.7435349446634176,67,57,Bearing1_1,35Hz12kN
0.737276212521035,5.226778984069824,-5.774104595184326,0.7372719009653329,68,56,Bearing1_1,35Hz12kN
0.7334926601182179,6.327271461486816,-5.922424793243408,0.733382424995074,69,55,Bearing1_1,35Hz12kN
0.7488961185391004,7.303059101104736,-6.377589702606201,0.7487098266568123,70,54,Bearing1_1,35Hz12kN
0.7788931091191722,8.079898357391357,-9.30565595626831,0.7787671858277718,71,53,Bearing1_1,35Hz12kN
0.7869937309871579,6.104695796966553,-5.177044868469238,0.7869882839297039,72,52,Bearing1_1,35Hz12kN
0.8086738446265658,6.470715999603272,-7.370483875274658,0.8086242732349969,73,51,Bearing1_1,35Hz12kN
0.8287035412876602,7.281672954559326,-9.063386917114258,0.8273387592583634,74,50,Bearing1_1,35Hz12kN
0.851052781801678,6.509149074554443,-6.658971309661865,0.850904533585615,75,49,Bearing1_1,35Hz12kN
0.9457590505113201,9.85482931137085,-10.043537616729736,0.9455922092413717,76,48,Bearing1_1,35Hz12kN
0.898553480893786,7.809686660766602,-9.967422485351562,0.8983110644107981,77,47,Bearing1_1,35Hz12kN
1.03520746021787,9.82574224472046,-10.697507858276367,1.0352021662773008,78,46,Bearing1_1,35Hz12kN
1.696439034542519,11.390197277069092,-11.43420934677124,1.6964306415425714,79,45,Bearing1_1,35Hz12kN
1.8730408748141547,13.732588291168211,-12.777280807495115,1.8728663219525026,80,44,Bearing1_1,35Hz12kN
1.9626106120069509,12.341713905334473,-15.647482872009276,1.962347280166081,81,43,Bearing1_1,35Hz12kN
1.9583881144028827,13.930344581604004,-13.181793689727783,1.9583204527777658,82,42,Bearing1_1,35Hz12kN
2.0322046156843503,14.924168586730955,-14.821994304656982,2.0319237733066196,83,41,Bearing1_1,35Hz12kN
2.1467938148717627,15.713930130004885,-18.857204914093018,2.146779242570108,84,40,Bearing1_1,35Hz12kN
2.1866872599074165,14.30732011795044,-16.035008430480957,2.1866415604231615,85,39,Bearing1_1,35Hz12kN
2.2432761620710493,16.959190368652344,-15.53208827972412,2.2432757808430117,86,38,Bearing1_1,35Hz12kN
2.297087889632133,15.097737312316896,-19.18003559112549,2.297041645104884,87,37,Bearing1_1,35Hz12kN
2.4096070867744066,14.631152153015137,-15.060830116271973,2.409606826981645,88,36,Bearing1_1,35Hz12kN
2.4171289504184497,15.068352222442629,-17.81289577484131,2.4169834443937988,89,35,Bearing1_1,35Hz12kN
2.5407151358712925,15.977489948272703,-18.52989196777344,2.5407046071786996,90,34,Bearing1_1,35Hz12kN
2.522511041524693,22.54736423492432,-18.95428895950317,2.522456853201386,91,33,Bearing1_1,35Hz12kN
2.5045591892930537,19.343817234039307,-20.084261894226078,2.504559188439609,92,32,Bearing1_1,35Hz12kN
2.565739415377957,18.471217155456543,-21.305739879608154,2.565707012182372,93,31,Bearing1_1,35Hz12kN
2.6358504524324764,18.73408555984497,-18.01152229309082,2.6358501771265854,94,30,Bearing1_1,35Hz12kN
2.690642467237102,15.93453884124756,-20.5657958984375,2.6906205554189953,95,29,Bearing1_1,35Hz12kN
2.70292782943962,19.45286989212036,-19.77064609527588,2.702796114898528,96,28,Bearing1_1,35Hz12kN
2.8086182224718708,18.58999729156494,-21.601438522338867,2.8084848690541087,97,27,Bearing1_1,35Hz12kN
2.8264168253363415,16.909444332122803,-18.270933628082275,2.826383613336311,98,26,Bearing1_1,35Hz12kN
2.8932533997778704,24.06548261642456,-22.591888904571533,2.8932455184148393,99,25,Bearing1_1,35Hz12kN
2.7969624670734143,17.64206886291504,-20.7283616065979,2.796613635231268,100,24,Bearing1_1,35Hz12kN
2.9179912359393385,25.86588859558105,-21.11424207687378,2.9179125386862412,101,23,Bearing1_1,35Hz12kN
2.934610740158928,19.602859020233154,-21.798551082611084,2.934610460209033,102,22,Bearing1_1,35Hz12kN
2.928532922987639,16.823673248291016,-22.34207391738892,2.928460434987642,103,21,Bearing1_1,35Hz12kN
2.9560489652666724,17.27588176727295,-21.15159034729004,2.955727105757438,104,20,Bearing1_1,35Hz12kN
2.976787338576416,20.86633443832397,-20.25158405303955,2.97674843283085,105,19,Bearing1_1,35Hz12kN
2.961074927918962,16.641581058502197,-19.21553611755371,2.9610427844952163,106,18,Bearing1_1,35Hz12kN
2.942740495446179,19.444966316223145,-24.272799491882324,2.942738339585741,107,17,Bearing1_1,35Hz12kN
2.9836002419020935,17.666828632354736,-21.10476493835449,2.983479541143647,108,16,Bearing1_1,35Hz12kN
3.0111934498898165,19.09571886062622,-18.96611452102661,3.0111172053803923,109,15,Bearing1_1,35Hz12kN
2.9843654482964537,20.022010803222656,-20.79899311065674,2.98436494645692,110,14,Bearing1_1,35Hz12kN
3.0493905239023267,19.68691349029541,-20.96012830734253,3.049372434846101,111,13,Bearing1_1,35Hz12kN
3.058151648304302,17.712020874023438,-21.368634700775143,3.0577944884561408,112,12,Bearing1_1,35Hz12kN
3.0069469249376013,21.049213409423828,-20.1360821723938,3.0069465885052193,113,11,Bearing1_1,35Hz12kN
3.125444480076351,20.103859901428223,-21.84969186782837,3.1254443612535523,114,10,Bearing1_1,35Hz12kN
3.110694732538812,20.544755458831787,-19.4960355758667,3.1105895772187897,115,9,Bearing1_1,35Hz12kN
3.1215560213665823,21.655094623565677,-22.085630893707275,3.121549216128334,116,8,Bearing1_1,35Hz12kN
3.1300887497012617,19.451022148132324,-20.87720632553101,3.130083372541634,117,7,Bearing1_1,35Hz12kN
3.090714822303674,17.980504035949707,-24.54906702041626,3.0907148109886657,118,6,Bearing1_1,35Hz12kN
3.1351924381844665,20.789968967437744,-20.065724849700928,3.1349261964256248,119,5,Bearing1_1,35Hz12kN
3.269974103324409,20.8817720413208,-19.364559650421143,3.2699429008537018,120,4,Bearing1_1,35Hz12kN
3.411304819721824,24.78541135787964,-23.255598545074463,3.410614700823467,121,3,Bearing1_1,35Hz12kN
3.7226245757123637,19.804883003234863,-21.90845012664795,3.722549765336106,122,2,Bearing1_1,35Hz12kN
6.567991279568937,29.754793643951416,-35.59778928756714,6.567980914910605,123,1,Bearing1_1,35Hz12kN
0.6197679745794419,3.902006149291992,-4.3210625648498535,0.6197667576525612,1,161,Bearing1_2,35Hz12kN
0.6077184025462303,3.4758925437927246,-4.5407891273498535,0.607704870799885,2,160,Bearing1_2,35Hz12kN
0.6299547560970707,4.093050956726074,-4.48986291885376,0.6299475057256484,3,159,Bearing1_2,35Hz12kN
0.5991889187275545,3.948354721069336,-3.710484504699707,0.5991861985447119,4,158,Bearing1_2,35Hz12kN
0.5894575773771682,3.7089109420776367,-3.944087028503418,0.5894248257235517,5,157,Bearing1_2,35Hz12kN
0.5811110801742404,3.307366371154785,-3.3491015434265137,0.5810788438647202,6,156,Bearing1_2,35Hz12kN
0.6080992426957599,4.497480392456055,-3.3536911010742188,0.6080515961831173,7,155,Bearing1_2,35Hz12kN
0.5977223654446004,3.872203826904297,-2.8940439224243164,0.5977223509329392,8,154,Bearing1_2,35Hz12kN
0.6002558157445416,3.73920202255249,-3.478395938873291,0.6002554366826667,9,153,Bearing1_2,35Hz12kN
0.6010918398501814,2.994966506958008,-3.3764243125915527,0.6010914665685009,10,152,Bearing1_2,35Hz12kN
0.5933073936427284,3.213536739349365,-3.526461124420166,0.5929506893313219,11,151,Bearing1_2,35Hz12kN
0.6022315834711917,3.1162261962890625,-3.213667869567871,0.602184562985628,12,150,Bearing1_2,35Hz12kN
0.5996871996521682,3.45534086227417,-3.641641139984131,0.5995173922729048,13,149,Bearing1_2,35Hz12kN
0.5968873609304176,3.4090399742126465,-3.3217430114746094,0.5967464418292814,14,148,Bearing1_2,35Hz12kN
0.588701216923854,2.878856658935547,-3.477358818054199,0.5886864984535238,15,147,Bearing1_2,35Hz12kN
0.5857062106503923,2.996349334716797,-3.1140923500061035,0.5856898482211917,16,146,Bearing1_2,35Hz12kN
0.575266682723288,2.9416799545288086,-2.8817296028137207,0.5751720794043239,17,145,Bearing1_2,35Hz12kN
0.5943508473990048,3.426074981689453,-2.9460668563842773,0.5933407498467235,18,144,Bearing1_2,35Hz12kN
0.5837921838528443,3.203964233398437,-2.8780579566955566,0.5837880753658805,19,143,Bearing1_2,35Hz12kN
0.5776373387850999,3.3322572708129883,-2.9936909675598145,0.577392771514279,20,142,Bearing1_2,35Hz12kN
0.5940172166360811,2.5302648544311523,-2.7511239051818848,0.5939786460119574,21,141,Bearing1_2,35Hz12kN
0.5726650156832485,3.334164619445801,-2.7593255043029785,0.5726610941067561,22,140,Bearing1_2,35Hz12kN
0.5923903543703523,3.137814998626709,-3.093481063842773,0.5923190288832741,23,139,Bearing1_2,35Hz12kN
0.5983404469424861,4.899382591247559,-3.656041622161865,0.5981968719738839,24,138,Bearing1_2,35Hz12kN
0.6012917417273793,3.193783760070801,-2.982354164123535,0.6012462242972458,25,137,Bearing1_2,35Hz12kN
0.5821215162090904,2.978050708770752,-2.6923179626464844,0.5819865430800153,26,136,Bearing1_2,35Hz12kN
0.594734384777937,3.2147884368896484,-2.856934070587158,0.594186735102434,27,135,Bearing1_2,35Hz12kN
0.5894081726789289,3.186500072479248,-3.1279683113098145,0.5892560241726829,28,134,Bearing1_2,35Hz12kN
0.5912872197676604,3.032362461090088,-2.9254794120788574,0.5911236613017927,29,133,Bearing1_2,35Hz12kN
0.5843724860978201,3.332340717315674,-3.0086398124694824,0.5843484687531364,30,132,Bearing1_2,35Hz12kN
0.5908794576021003,3.0096888542175293,-3.030872344970703,0.5904744745431757,31,131,Bearing1_2,35Hz12kN
0.7266946741352442,3.544628620147705,-3.328192234039306,0.7266944454664862,32,130,Bearing1_2,35Hz12kN
0.7001092626089664,3.0856728553771973,-3.900325298309326,0.7001048088671898,33,129,Bearing1_2,35Hz12kN
0.7291505533529685,3.41641902923584,-3.263676166534424,0.7291505496099,34,128,Bearing1_2,35Hz12kN
0.7472326856514407,3.552854061126709,-4.758942127227783,0.747232638194986,35,127,Bearing1_2,35Hz12kN
0.7508159692344297,3.66353988647461,-3.77957820892334,0.7507853801173597,36,126,Bearing1_2,35Hz12kN
0.7763532251076752,3.868329524993897,-4.475021362304688,0.7763463382941022,37,125,Bearing1_2,35Hz12kN
0.7949547836176717,5.189263820648193,-5.214941501617432,0.7948957479325685,38,124,Bearing1_2,35Hz12kN
0.8348648875338354,6.030738353729248,-6.465017795562744,0.8347378683041038,39,123,Bearing1_2,35Hz12kN
0.848137378729801,4.304945468902588,-5.019629001617432,0.8480821427430456,40,122,Bearing1_2,35Hz12kN
0.8790071997461928,4.772746562957764,-5.559670925140381,0.8788571019029774,41,121,Bearing1_2,35Hz12kN
0.8475548367654369,5.030941963195801,-4.506492614746094,0.8475019347775233,42,120,Bearing1_2,35Hz12kN
0.8661607018660472,5.271947383880615,-4.734623432159424,0.8661488527678672,43,119,Bearing1_2,35Hz12kN
0.9014029090891836,6.549537181854248,-9.825003147125244,0.9011746459913688,44,118,Bearing1_2,35Hz12kN
0.8671945965492812,5.277109146118164,-8.371365070343018,0.8668978203236873,45,117,Bearing1_2,35Hz12kN
0.9747088374386819,6.297731399536133,-7.368659973144531,0.9744172918997479,46,116,Bearing1_2,35Hz12kN
0.9889429941941412,6.673669815063477,-6.882965564727783,0.9888040550900209,47,115,Bearing1_2,35Hz12kN
0.9778945201871785,8.0680251121521,-8.465743064880371,0.9778802613810413,48,114,Bearing1_2,35Hz12kN
0.9226284667092486,6.55745267868042,-6.530821323394775,0.9226043584656449,49,113,Bearing1_2,35Hz12kN
0.9865918070458967,6.218695640563965,-7.52110481262207,0.9864375142829801,50,112,Bearing1_2,35Hz12kN
1.0562255392837505,8.643746376037598,-8.076894283294678,1.0562131938259638,51,111,Bearing1_2,35Hz12kN
1.0632682163264846,7.847166061401367,-6.655359268188477,1.0630214174542494,52,110,Bearing1_2,35Hz12kN
1.1347874432834115,8.288609981536865,-7.6744794845581055,1.1347441141091974,53,109,Bearing1_2,35Hz12kN
1.159810171465589,8.456850051879883,-7.856464385986328,1.1597845421828838,54,108,Bearing1_2,35Hz12kN
1.1497095255818521,8.328104019165039,-9.497284889221191,1.1497085055456546,55,107,Bearing1_2,35Hz12kN
1.2938922521344278,8.688771724700928,-9.351468086242676,1.2938746296608512,56,106,Bearing1_2,35Hz12kN
1.5127403234463228,8.480215072631836,-8.220362663269043,1.5126855627254847,57,105,Bearing1_2,35Hz12kN
1.865344812502715,8.522963523864746,-9.836137294769289,1.8653106218186397,58,104,Bearing1_2,35Hz12kN
1.9824231538436277,12.429463863372805,-9.21008586883545,1.9824031696760778,59,103,Bearing1_2,35Hz12kN
2.0336126299187307,10.714435577392578,-12.696242332458496,2.0335557574134127,60,102,Bearing1_2,35Hz12kN
2.0182782489300783,9.47420597076416,-10.6919527053833,2.018268229482319,61,101,Bearing1_2,35Hz12kN
2.053568867623084,9.651315212249756,-9.455692768096924,2.05353579398385,62,100,Bearing1_2,35Hz12kN
2.310080677821604,10.897767543792725,-11.357581615447998,2.310051904961507,63,99,Bearing1_2,35Hz12kN
3.2272703916817678,15.788030624389648,-14.81705904006958,3.227266220960764,64,98,Bearing1_2,35Hz12kN
3.2257679948233378,15.249943733215332,-14.912569522857666,3.225749833087948,65,97,Bearing1_2,35Hz12kN
3.380159857883536,21.87519073486328,-19.27710771560669,3.380138935755001,66,96,Bearing1_2,35Hz12kN
3.4034247714854846,17.652320861816406,-15.893375873565674,3.403424322941888,67,95,Bearing1_2,35Hz12kN
3.4934973728806793,15.092885494232178,-15.446901321411133,3.4934965886851783,68,94,Bearing1_2,35Hz12kN
3.6443614727186517,15.594208240509031,-16.05442762374878,3.6443085747305477,69,93,Bearing1_2,35Hz12kN
3.7096767305549396,15.947723388671877,-16.088998317718506,3.709667067748787,70,92,Bearing1_2,35Hz12kN
3.8619826099860113,16.91720485687256,-17.329275608062744,3.8619614169656584,71,91,Bearing1_2,35Hz12kN
3.787124558889913,16.905272006988525,-18.342626094818115,3.7871243567463426,72,90,Bearing1_2,35Hz12kN
3.6786564421114964,16.44923686981201,-17.295360565185547,3.6786562540720067,73,89,Bearing1_2,35Hz12kN
3.6440209952876796,16.91497564315796,-21.40127420425415,3.6440167581538128,74,88,Bearing1_2,35Hz12kN
3.4295533422100446,24.0755558013916,-16.410505771636963,3.4295224508022364,75,87,Bearing1_2,35Hz12kN
3.041481294165262,16.6603684425354,-21.12565040588379,3.041438434360615,76,86,Bearing1_2,35Hz12kN
3.0139300515734955,16.26819372177124,-12.366223335266112,3.013912523124322,77,85,Bearing1_2,35Hz12kN
3.008150147041743,15.224230289459229,-13.6072039604187,3.008149965545743,78,84,Bearing1_2,35Hz12kN
2.9905267165974165,14.397871494293211,-15.630161762237549,2.990526669599456,79,83,Bearing1_2,35Hz12kN
2.911349675105492,16.950058937072754,-18.711507320404053,2.911053273208774,80,82,Bearing1_2,35Hz12kN
3.0164952488111796,17.8899884223938,-12.693488597869871,3.0164732573631725,81,81,Bearing1_2,35Hz12kN
2.944673250228211,12.830960750579834,-12.09859848022461,2.944668121622644,82,80,Bearing1_2,35Hz12kN
2.946381885532461,16.345655918121338,-17.118513584136963,2.9462906187011533,83,79,Bearing1_2,35Hz12kN
3.0372332710246344,16.515707969665527,-12.880420684814451,3.037232136721136,84,78,Bearing1_2,35Hz12kN
3.0856821576214344,19.220519065856934,-14.847195148468018,3.0856125265488794,85,77,Bearing1_2,35Hz12kN
3.0176904914445295,17.717885971069336,-20.9389328956604,3.017681895026747,86,76,Bearing1_2,35Hz12kN
3.00266181249371,19.91788148880005,-19.45563554763794,3.002654848804929,87,75,Bearing1_2,35Hz12kN
2.920645575525872,25.747740268707275,-18.261969089508057,2.920645550098699,88,74,Bearing1_2,35Hz12kN
2.872694307943574,17.37387180328369,-19.62944269180298,2.8726927490660183,89,73,Bearing1_2,35Hz12kN
3.051787377532927,24.019289016723636,-24.027132987976078,3.051741833037376,90,72,Bearing1_2,35Hz12kN
2.86686427118822,16.222643852233887,-20.224452018737797,2.8668148435698955,91,71,Bearing1_2,35Hz12kN
2.8306470413963236,15.88832139968872,-16.071772575378418,2.830591776819497,92,70,Bearing1_2,35Hz12kN
2.8425719868217247,18.532848358154297,-14.49817419052124,2.8425450790319857,93,69,Bearing1_2,35Hz12kN
2.8721894155225236,17.748403549194336,-19.477224349975582,2.87216355758269,94,68,Bearing1_2,35Hz12kN
2.9429937531150827,16.1185622215271,-18.762779235839844,2.9429480024136563,95,67,Bearing1_2,35Hz12kN
3.0185690003961843,15.309333801269531,-25.65356492996216,3.018433626973421,96,66,Bearing1_2,35Hz12kN
2.9647077064512355,20.99170684814453,-21.68712615966797,2.9646297167843065,97,65,Bearing1_2,35Hz12kN
3.116569266864809,19.27483081817627,-21.434903144836422,3.1165673648588115,98,64,Bearing1_2,35Hz12kN
3.1642283452332753,14.854788780212402,-22.209548950195312,3.1642157861183464,99,63,Bearing1_2,35Hz12kN
3.2060688702018525,20.917558670043945,-21.721887588500977,3.2060561405583163,100,62,Bearing1_2,35Hz12kN
3.2415140529922,15.757060050964355,-17.104828357696533,3.241513653844602,101,61,Bearing1_2,35Hz12kN
3.238173221835253,18.6779260635376,-18.29086542129517,3.2381731630828736,102,60,Bearing1_2,35Hz12kN
3.530862606063261,19.39295530319214,-15.887677669525146,3.530820225625189,103,59,Bearing1_2,35Hz12kN
3.6404272500792354,22.3319411277771,-17.939162254333496,3.6404268242500586,104,58,Bearing1_2,35Hz12kN
3.716469225327516,15.860795974731444,-15.687036514282228,3.716448487187077,105,57,Bearing1_2,35Hz12kN
3.6782474825562073,17.719411849975586,-20.659708976745605,3.6782369127656214,106,56,Bearing1_2,35Hz12kN
3.4536962375233182,16.114425659179688,-17.189157009124756,3.453688543577006,107,55,Bearing1_2,35Hz12kN
3.432296142112376,15.796196460723875,-17.055702209472656,3.4322868973410383,108,54,Bearing1_2,35Hz12kN
3.1312386340900122,16.19318723678589,-16.23765230178833,3.131201795648772,109,53,Bearing1_2,35Hz12kN
2.9949552708829135,17.61692762374878,-21.34922742843628,2.9949444073686484,110,52,Bearing1_2,35Hz12kN
3.0079146682149545,19.34475898742676,-17.405617237091064,3.0078959178713323,111,51,Bearing1_2,35Hz12kN
2.8983655439995903,18.2725191116333,-23.98841381072998,2.8983175546774267,112,50,Bearing1_2,35Hz12kN
2.806911757306179,18.66519451141357,-15.91123342514038,2.806911197184736,113,49,Bearing1_2,35Hz12kN
2.706074029405459,17.48889684677124,-18.305933475494385,2.7060740292840224,114,48,Bearing1_2,35Hz12kN
2.6804281078179746,13.43759298324585,-22.405505180358887,2.6804268253225803,115,47,Bearing1_2,35Hz12kN
2.6784861942909024,15.468752384185793,-16.895949840545654,2.6784451668714655,116,46,Bearing1_2,35Hz12kN
2.794949329202528,16.74429178237915,-21.00085020065308,2.7949431101396,117,45,Bearing1_2,35Hz12kN
2.8182773754805375,17.850375175476074,-16.84436798095703,2.8182236828800447,118,44,Bearing1_2,35Hz12kN
2.8908993388801694,18.51332187652588,-18.712270259857178,2.8908408058104627,119,43,Bearing1_2,35Hz12kN
3.031645159213412,16.419100761413574,-18.15922260284424,3.0316417868978798,120,42,Bearing1_2,35Hz12kN
3.205668902938302,20.88030576705933,-19.45023536682129,3.2052981507862626,121,41,Bearing1_2,35Hz12kN
3.3071562778660826,16.554880142211914,-19.55646276473999,3.3071349419050953,122,40,Bearing1_2,35Hz12kN
3.235235526523416,17.24240779876709,-20.221078395843502,3.2351016811345987,123,39,Bearing1_2,35Hz12kN
3.3554567446003785,18.138325214385983,-21.66801691055298,3.3554543767968834,124,38,Bearing1_2,35Hz12kN
3.400282145678912,22.17272520065308,-21.982288360595703,3.400244327818953,125,37,Bearing1_2,35Hz12kN
3.7815308932525786,38.705480098724365,-37.27678060531616,3.781520986345115,126,36,Bearing1_2,35Hz12kN
3.5678203698977113,17.104101181030273,-18.509364128112797,3.5678183973898827,127,35,Bearing1_2,35Hz12kN
3.7145533534096176,16.39401912689209,-20.187675952911377,3.7145447892347216,128,34,Bearing1_2,35Hz12kN
3.7836783345401024,20.080101490020752,-23.859786987304688,3.783673150747727,129,33,Bearing1_2,35Hz12kN
3.91923538387643,18.58004331588745,-26.118505001068115,3.919154013789079,130,32,Bearing1_2,35Hz12kN
3.9431139120252663,21.558821201324463,-22.47459888458252,3.9431099045241327,131,31,Bearing1_2,35Hz12kN
4.01999601694424,22.071921825408936,-20.363450050354004,4.019875924625955,132,30,Bearing1_2,35Hz12kN
